Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Item_Visibility_MeanRatio,Item_Visibility_Ratio_OutletSize,Outlet_Years,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable
FDS15,9.195,0.077995641,Meat,107.1596,OUT013,2,2,2804.3496,0.8740008681689283,0.9818626838912319,26,0,1,0,1,0,0,0,1,0
FDF16,7.3,0.085715273,Frozen Foods,146.6076,OUT027,1,2,1773.6912,0.8704928792980022,1.3389345771132986,28,1,0,0,0,0,1,0,1,0
FDL13,13.85,0.056432784,Breakfast,234.93,OUT045,0,1,4660.6,0.8765027691127629,0.8056282404242516,11,0,1,0,1,0,0,0,1,0
NCV30,20.2,0.066200667,Household,61.451,OUT018,1,2,126.502,0.9251921516167542,1.0341023130645959,4,1,0,0,0,1,0,0,0,1
FDG33,5.365,0.245542627,Seafood,172.2764,OUT019,0,0,171.7764,1.5315372005591994,3.505339636250417,28,0,1,1,0,0,0,0,1,0
FDO10,13.65,0.0127517,Snack Foods,55.5588,OUT046,0,0,1603.2464,1.0703174069215706,0.1820418718562233,16,0,1,0,1,0,0,0,1,0
FDQ03,15.0,0.077949334,Meat,238.7248,OUT013,2,2,2133.2232,0.8829166490461275,0.9812797395789599,26,0,1,0,1,0,0,0,1,0
NCC55,10.695,0.064022881,Household,36.0848,OUT018,1,2,372.848,0.9526484630754126,1.000083720170967,4,1,0,0,0,1,0,0,0,1
FDD52,18.25,0.182407266,Dairy,109.157,OUT027,1,2,1867.569,0.9942317092613224,2.8493334620086084,28,0,1,0,0,0,1,0,1,0
FDI16,14.0,0.136328794,Frozen Foods,54.864,OUT018,1,2,319.584,0.8749689100973913,2.1295543927481395,4,0,1,0,0,1,0,0,1,0
FDB44,6.655,0.016958832,Fruits and Vegetables,210.0586,OUT046,0,0,4221.172,0.9336543612017819,0.24210242726657777,16,1,0,0,1,0,0,0,1,0
FDA25,16.5,0.068125756,Canned,101.199,OUT046,0,0,1031.99,0.9247470545634349,0.9725558273689262,16,0,1,0,1,0,0,0,1,0
FDV33,9.6,0.02734361,Snack Foods,257.8304,OUT046,0,0,1808.3128,0.9990697345750197,0.3903543800204323,16,0,1,0,1,0,0,0,1,0
FDX47,6.55,0.034658144,Breads,155.8288,OUT049,1,0,1099.9016,0.8760887695317624,0.5413852835791797,14,0,1,0,1,0,0,0,1,0
FDO50,16.25,0.06729972233333334,Canned,89.8804,OUT017,0,1,1102.5648,0.8181818181818182,0.9607634612611714,6,1,0,0,1,0,0,0,1,0
FDV57,15.25,0.065841719,Snack Foods,179.866,OUT013,2,2,2696.49,1.0655397443134493,0.8288607683774574,26,0,1,0,1,0,0,0,1,0
FDB02,9.695,0.029158763,Canned,174.537,OUT035,0,1,1235.059,0.9988808317542992,0.4162673053421886,9,0,1,0,1,0,0,0,1,0
FDD16,20.5,0.063649582,Frozen Foods,74.7696,OUT019,0,0,74.5696,1.5315371939089426,0.9086544578484577,28,1,0,1,0,0,0,0,1,0
FDX02,16.0,0.05706009,Dairy,225.0404,OUT046,0,0,4950.8888,0.9990697490817565,0.8145835921394458,16,1,0,0,1,0,0,0,1,0
FDP11,15.85,0.11566015,Breads,218.3166,OUT010,2,2,435.4332,1.4641166655154558,1.4560093851688771,15,1,0,1,0,0,0,0,1,0
FDH32,12.8,0.075691713,Fruits and Vegetables,98.241,OUT027,1,2,2220.443,0.8704928775766246,1.182359318118676,28,1,0,0,0,0,1,0,1,0
NCL18,18.85,0.167844438,Household,193.9136,OUT049,1,0,3110.6176,0.9237238290381655,2.6218515528072723,14,1,0,0,1,0,0,0,0,1
FDT12,6.215,0.049722335,Baking Goods,224.5062,OUT045,0,1,4514.124,0.9409271899347534,0.7098306058378262,11,0,1,0,1,0,0,0,1,0
FDD50,18.85,0.14095631,Canned,167.7132,OUT027,1,2,3889.6036,0.9942317084025662,2.2018395405600706,28,1,0,0,0,0,1,0,1,0
NCU05,11.8,0.058827557,Health and Hygiene,80.8618,OUT049,1,0,1288.9888,0.931077933993391,0.9189290006041685,14,1,0,0,1,0,0,0,0,1
FDI56,7.325,0.093765794,Fruits and Vegetables,90.3146,OUT018,1,2,1733.0774,0.8782920693734948,1.4646895394836188,4,1,0,0,0,1,0,0,1,0
DRL11,10.5,0.048092816,Hard Drinks,159.2946,OUT049,1,0,1893.5352,0.93107793532473,0.7512445798679037,14,1,0,0,1,0,0,1,0,0
FDQ08,15.7,0.018968743,Fruits and Vegetables,61.9536,OUT045,0,1,1225.072,0.8765027450170035,0.2707956964545616,11,0,1,0,1,0,0,0,1,0
FDW20,20.75,0.024032484,Fruits and Vegetables,124.973,OUT027,1,2,2463.46,0.9285276926894107,0.3754047869802866,28,1,0,0,0,0,1,0,1,0
FDW46,13.0,0.070444232,Snack Foods,63.4484,OUT045,0,1,1043.9744,0.9241603481579662,1.0056541366840552,11,0,1,0,1,0,0,0,1,0
FDO09,13.5,0.125469442,Snack Foods,264.491,OUT049,1,0,6574.775,0.9404827591235845,1.9599234580389369,14,0,1,0,1,0,0,0,1,0
DRJ49,6.865,0.01405025,Soft Drinks,128.9652,OUT018,1,2,1679.1476,1.0188060062122721,0.2194750700039901,4,1,0,0,0,1,0,1,0,0
FDP26,7.785,0.139436695,Dairy,103.0306,OUT013,2,2,2404.2038,0.9479361576746379,1.7553248595728972,26,1,0,0,1,0,0,0,1,0
FDO19,17.7,0.016593506,Fruits and Vegetables,46.9034,OUT035,0,1,972.068,0.9334777815313157,0.2368870733233587,9,0,1,0,1,0,0,0,1,0
NCG43,20.2,0.124261614,Household,93.6462,OUT010,2,2,277.6386,1.4796958621043454,1.5642905201163264,15,1,0,1,0,0,0,0,0,1
FDG02,7.855,0.011261165,Canned,189.5188,OUT046,0,0,1904.188,0.9222899413265335,0.16076315753050865,16,1,0,0,1,0,0,0,1,0
FDO32,6.36,0.120520818,Fruits and Vegetables,45.906,OUT035,0,1,419.454,0.9294568232939739,1.7205419909787099,9,1,0,0,1,0,0,0,1,0
FDR34,17.0,0.015965308,Snack Foods,229.4352,OUT046,0,0,4809.7392,0.9222898867468354,0.22791898751391088,16,0,1,0,1,0,0,0,1,0
FDU59,5.78,0.096386227,Breads,163.5552,OUT046,0,0,1787.0072,0.9990697541381506,1.3759992145548323,16,1,0,0,1,0,0,0,1,0
FDN31,11.5,0.073029341,Fruits and Vegetables,187.953,OUT045,0,1,2656.542,0.9315179235780798,1.0425588694892787,11,1,0,0,1,0,0,0,1,0
FDT55,13.6,0.043443753,Fruits and Vegetables,158.1946,OUT027,1,2,6942.9624,0.9205197596778943,0.6786228523272579,28,0,1,0,0,0,1,0,1,0
FDE08,18.2,0.049520593,Fruits and Vegetables,147.3734,OUT018,1,2,2375.5744,0.8667048603673476,0.773547489568805,4,1,0,0,0,1,0,0,1,0
FDK52,18.25,0.079152918,Frozen Foods,223.8062,OUT013,2,2,4288.4178,0.882699151681354,0.9964312814007464,26,1,0,0,1,0,0,0,1,0
FDW11,12.6,0.048741487,Breads,60.4194,OUT013,2,2,990.7104,0.9288589854798653,0.6135913062458143,26,1,0,0,1,0,0,0,1,0
FDC03,8.575,0.071958197,Dairy,195.3794,OUT049,1,0,3511.4292,0.9310779346566062,1.124039097093355,14,0,1,0,1,0,0,0,1,0
FDR43,18.2,0.162147349,Fruits and Vegetables,37.719,OUT018,1,2,549.285,0.9334195336662618,2.5328589009260627,4,1,0,0,0,1,0,0,1,0
FDL14,8.115,0.05382735,Canned,155.2972,OUT010,2,2,311.5944,1.4641166749159547,0.6776156418504554,15,0,1,1,0,0,0,0,1,0
FDP39,12.65,0.069565759,Meat,52.4324,OUT045,0,1,571.2564,0.8765027643825731,0.9931131523999871,11,1,0,0,1,0,0,0,1,0
FDG29,17.6,0.056019324,Frozen Foods,40.0454,OUT027,1,2,419.454,0.9942317137237272,0.8750623694579245,28,1,0,0,0,0,1,0,1,0
DRH15,8.775,0.109911272,Dairy,41.9428,OUT046,0,0,1537.998,0.9247470492600716,1.569081274887153,16,1,0,0,1,0,0,1,0,0
FDT11,5.94,0.029366813,Breads,187.7556,OUT035,0,1,3755.112,0.8745633889364562,0.41923740434386575,9,0,1,0,1,0,0,0,1,0
FDU48,18.85,0.055347985,Baking Goods,131.5284,OUT035,0,1,1581.9408,0.874563396054026,0.7901417687735888,9,1,0,0,1,0,0,0,1,0
FDY12,9.8,0.13564397244444443,Baking Goods,49.2008,OUT013,2,2,657.8104,0.9,1.7075794638058106,26,0,1,0,1,0,0,0,1,0
FDS44,12.65,0.156926608,Fruits and Vegetables,238.3538,OUT017,0,1,5528.1374,0.9302815702629137,2.240267059636581,6,0,1,0,1,0,0,0,1,0
NCP06,20.7,0.039405676,Household,149.8366,OUT018,1,2,2267.049,0.9334195342037311,0.615545168139681,4,1,0,0,0,1,0,0,0,1
DRH23,14.65,0.170176516,Hard Drinks,55.2614,OUT013,2,2,718.3982,0.8708395086556071,2.142298833533776,26,1,0,0,1,0,0,1,0,0
FDA16,6.695,0.033777629,Frozen Foods,222.8456,OUT027,1,2,7073.4592,1.009878963929898,0.5276310022486296,28,1,0,0,0,0,1,0,1,0
FDT45,15.85,0.057546914,Snack Foods,55.8956,OUT018,1,2,491.3604,0.9367570514123769,0.8989244304310313,4,1,0,0,0,1,0,0,1,0
FDE56,17.25,0.160095901,Fruits and Vegetables,61.5194,OUT017,0,1,1052.6298,0.9275067661159103,2.2855115392103498,6,0,1,0,1,0,0,0,1,0
FDA40,16.0,0.099832728,Frozen Foods,87.4856,OUT017,0,1,263.6568,0.9385429546962389,1.4252010851598766,6,0,1,0,1,0,0,0,1,0
FDA39,6.32,0.012717946,Meat,40.2822,OUT046,0,0,628.5152,0.9599029810057806,0.18156000345101972,16,1,0,0,1,0,0,0,1,0
NCB19,6.525,0.090278634,Household,86.7882,OUT035,0,1,1975.4286,0.9221155227218811,1.2888078861628556,9,1,0,0,1,0,0,0,0,1
FDZ34,6.695,0.066472248875,Starchy Foods,191.882,OUT013,2,2,3861.64,0.8888888888888888,0.8367983113914458,26,1,0,0,1,0,0,0,1,0
FDV22,14.85,0.009958941,Snack Foods,157.963,OUT045,0,1,2816.334,0.9315179598643304,0.14217275040549016,11,0,1,0,1,0,0,0,1,0
FDO40,17.1,0.032678839,Frozen Foods,150.7392,OUT049,1,0,3131.9232,0.9310779415490656,0.5104671075015834,14,1,0,0,1,0,0,0,1,0
FDD21,10.3,0.022936951625,Fruits and Vegetables,115.0176,OUT013,2,2,4122.6336,0.7999999999999999,0.2887460965005192,26,0,1,0,1,0,0,0,1,0
FDO36,19.7,0.077849003,Baking Goods,179.166,OUT013,2,2,3056.022,0.8707097241681995,0.9800167040596096,26,1,0,0,1,0,0,0,1,0
FDV34,10.695,0.011443222,Snack Foods,73.5038,OUT049,1,0,1478.076,0.9310779625407573,0.17875140652452445,14,0,1,0,1,0,0,0,1,0
NCY18,7.285,0.031214809,Household,177.1054,OUT045,0,1,2626.581,0.9315179157670479,0.44561919273465395,11,1,0,0,1,0,0,0,0,1
NCM54,17.7,0.051146565,Household,127.3678,OUT018,1,2,3306.3628,0.8749847741996682,0.798946348558825,4,1,0,0,0,1,0,0,0,1
FDB59,18.25,0.015302653,Snack Foods,198.0084,OUT049,1,0,793.6336,0.93440704421218,0.2390385109461945,14,1,0,0,1,0,0,0,1,0
FDS45,5.175,0.04937018,Snack Foods,106.7622,OUT010,2,2,211.7244,1.4641166614104073,0.6215057254160296,15,0,1,1,0,0,0,0,1,0
FDV24,5.635,0.08812433033333333,Baking Goods,148.705,OUT049,1,0,1198.44,0.8181818181818181,1.3765657955526116,14,1,0,0,1,0,0,0,1,0
FDD46,6.035,0.236433601,Snack Foods,155.5998,OUT010,2,2,153.7998,1.4641166667030476,2.9763885143264432,15,1,0,1,0,0,0,0,1,0
FDQ39,14.8,0.081372267,Meat,191.4846,OUT018,1,2,3057.3536,0.9367570485253058,1.2710936813372269,4,1,0,0,0,1,0,0,1,0
FDD52,18.25,0.18329488,Dairy,111.657,OUT046,0,0,1537.998,0.9990697510988896,2.6166976212475066,16,0,1,0,1,0,0,0,1,0
FDL39,16.1,0.06358934,Dairy,179.4318,OUT018,1,2,360.8636,0.8782920686930694,0.9933114960949113,4,0,1,0,0,1,0,0,1,0
FDV02,16.75,0.060792265,Dairy,170.4106,OUT018,1,2,513.3318,1.0031395352624308,0.9496191609812008,4,1,0,0,0,1,0,0,1,0
FDE11,17.7,0.127426628,Starchy Foods,184.3924,OUT046,0,0,4257.1252,0.8333333333333331,1.8191285777932853,16,0,1,0,1,0,0,0,1,0
NCU54,8.88,0.098775709,Household,208.927,OUT049,1,0,7130.718,0.9310779309624603,1.5429480363316495,14,1,0,0,1,0,0,0,0,1
FDR43,18.2,0.270300331,Fruits and Vegetables,38.319,OUT010,2,2,109.857,1.5560143934999284,3.402726165842375,15,1,0,1,0,0,0,0,1,0
FDD51,11.15,0.119852889,Dairy,44.9744,OUT013,2,2,498.0184,0.9509046378753755,1.5087904626062103,26,1,0,0,1,0,0,0,1,0
FDO60,20.0,0.034563936,Baking Goods,45.3086,OUT017,0,1,490.6946,0.9387642047630259,0.49343096278603676,6,1,0,0,1,0,0,0,1,0
NCS06,7.935,0.031710329,Household,263.091,OUT013,2,2,5522.811,0.9472035310521003,0.3991913950551924,26,1,0,0,1,0,0,0,0,1
FDX50,20.1,0.074778547,Dairy,110.7228,OUT045,0,1,1657.842,0.8765027645015901,1.067530342665572,11,1,0,0,1,0,0,0,1,0
FDQ55,13.65,0.013035609,Fruits and Vegetables,114.7834,OUT035,0,1,3455.502,0.9988808229933691,0.18609492562919702,9,0,1,0,1,0,0,0,1,0
FDL52,6.635,0.046277956,Frozen Foods,36.7506,OUT018,1,2,75.9012,0.8749149768120835,0.7228951536621465,4,0,1,0,0,1,0,0,1,0
FDK52,18.25,0.0793795,Frozen Foods,226.1062,OUT045,0,1,6771.186,0.8852259535256811,1.1332130435166354,11,1,0,0,1,0,0,0,1,0
NCO02,11.15,0.073783159,Others,66.0142,OUT017,0,1,988.713,0.9302312839718518,1.053320292653164,6,1,0,0,1,0,0,0,0,1
NCO30,19.5,0.01572192,Household,185.6608,OUT035,0,1,918.804,0.8712701443010474,0.22444440709660632,9,1,0,0,1,0,0,0,0,1
FDA33,6.48,0.033952603,Snack Foods,148.2076,OUT049,1,0,3399.5748,1.0006230427042677,0.5303642227179363,14,1,0,0,1,0,0,0,1,0
FDB12,11.15,0.105220024,Baking Goods,102.7648,OUT013,2,2,1142.5128,0.9982383438205041,1.3245819104652248,26,0,1,0,1,0,0,0,1,0
FDT40,5.985,0.095715608,Frozen Foods,125.8678,OUT013,2,2,3560.6984,0.9240453416563635,1.2049337957381625,26,1,0,0,1,0,0,0,1,0
NCO05,7.27,0.046822808,Health and Hygiene,99.3384,OUT017,0,1,2759.0752,0.9348909925083045,0.6684372761188351,6,1,0,0,1,0,0,0,0,1
FDR32,6.78,0.07395468533333333,Fruits and Vegetables,227.5694,OUT049,1,0,3653.9104,0.8181818181818181,1.1552256892693291,14,0,1,0,1,0,0,0,1,0
FDM04,9.195,0.04731256,Frozen Foods,50.7666,OUT018,1,2,512.666,1.015678786125623,0.7390564166522291,4,0,1,0,0,1,0,0,1,0
DRL01,19.5,0.077108099,Soft Drinks,232.8958,OUT013,2,2,5608.6992,0.8707097295343805,0.9706896957727523,26,0,1,0,1,0,0,1,0,0
FDQ56,6.59,0.106027474,Fruits and Vegetables,83.9908,OUT018,1,2,1426.1436,0.9334195306474373,1.6562258521020081,4,1,0,0,0,1,0,0,1,0
FDH08,7.51,0.01742908,Fruits and Vegetables,229.601,OUT046,0,0,6201.927,0.8747287921575033,0.2488156361843413,16,1,0,0,1,0,0,0,1,0
NCQ06,13.0,0.073229342,Household,254.1014,OUT019,0,0,255.0014,1.6148105876584409,1.0454140618489733,28,1,0,1,0,0,0,0,0,1
FDG16,15.25,0.157257637,Frozen Foods,215.0192,OUT019,0,0,1078.596,1.6148105872161866,2.244992793366099,28,1,0,1,0,0,0,0,1,0
FDZ40,8.935,0.039988162,Frozen Foods,55.7298,OUT027,1,2,1024.6662,0.8704928828809382,0.6246440208737138,28,1,0,0,0,0,1,0,1,0
FDY51,12.5,0.081119484,Meat,220.0798,OUT035,0,1,1322.2788,0.998880835685868,1.1580528644314845,9,1,0,0,1,0,0,0,1,0
NCN41,17.0,0.052421981,Health and Hygiene,123.773,OUT018,1,2,1231.73,0.8782920646770744,0.8188692692103585,4,1,0,0,0,1,0,0,0,1
NCM17,7.93,0.070791391,Health and Hygiene,46.4086,OUT027,1,2,2007.387,0.9251308148052353,1.1058127432184364,28,1,0,0,0,0,1,0,0,1
FDP39,12.65,0.069817659,Meat,53.5324,OUT017,0,1,830.9184,0.8796766109634458,0.9967092491965384,6,1,0,0,1,0,0,0,1,0
FDZ08,12.5,0.109971578,Fruits and Vegetables,82.7592,OUT035,0,1,577.9144,1.011366847625272,1.5699421967347622,9,0,1,0,1,0,0,0,1,0
FDU03,18.7,0.091950972,Meat,184.2292,OUT018,1,2,1277.0044,0.9370657533206215,1.4363407068653538,4,0,1,0,0,1,0,0,1,0
FDZ49,11.0,0.133145617,Canned,218.4798,OUT046,0,0,2203.798,0.9296326052460789,1.9007722380648688,16,0,1,0,1,0,0,0,1,0
NCX30,16.7,0.046609281,Household,248.6776,OUT019,0,0,495.3552,1.631121800542985,0.6653889880653329,28,1,0,1,0,0,0,0,0,1
FDV08,7.35,0.028652919,Fruits and Vegetables,40.5454,OUT045,0,1,545.2902,1.0529609228864927,0.40904593182906956,11,1,0,0,1,0,0,0,1,0
FDB15,10.895,0.136696892,Dairy,264.5568,OUT013,2,2,5536.7928,0.9288589901519417,1.7208343381485876,26,1,0,0,1,0,0,0,1,0
FDY49,17.2,0.012002075,Canned,165.3184,OUT013,2,2,990.7104,0.9215224122596163,0.15109036121344083,26,0,1,0,1,0,0,0,1,0
FDF24,15.5,0.025513973,Baking Goods,83.7934,OUT017,0,1,1474.0812,0.9348909711656512,0.36423468270184695,6,0,1,0,1,0,0,0,1,0
DRK47,7.905,0.064194304,Hard Drinks,229.4694,OUT045,0,1,2055.3246,0.9315179223118252,0.9164308494292873,11,1,0,0,1,0,0,1,0,0
DRD37,9.8,0.013920032,Soft Drinks,45.006,OUT017,0,1,792.302,0.9383032824045554,0.19872085146125837,6,1,0,0,1,0,0,1,0,0
FDH40,11.6,0.079251097,Frozen Foods,79.2276,OUT018,1,2,649.8208,0.8782920662795923,1.2379594713238562,4,0,1,0,0,1,0,0,1,0
FDL12,15.85,0.121043709,Baking Goods,59.422,OUT027,1,2,1078.596,0.8704928774322205,1.890790306671953,28,0,1,0,0,0,1,0,1,0
FDW11,12.6,0.048545853,Breads,60.1194,OUT027,1,2,1114.5492,0.9251308185742194,0.7583213455688271,28,1,0,0,0,0,1,0,1,0
NCE06,5.825,0.091467933,Household,159.7894,OUT035,0,1,1294.3152,0.8745633881217051,1.3057861883623063,9,1,0,0,1,0,0,0,0,1
FDF32,16.35,0.05807434344444445,Fruits and Vegetables,196.3426,OUT018,1,2,1384.1982,0.8181818181818182,0.9071632599352474,4,1,0,0,0,1,0,0,1,0
DRI47,14.7,0.020916223,Hard Drinks,141.8128,OUT035,0,1,1869.5664,0.8745633762971183,0.29859770752779563,9,1,0,0,1,0,0,1,0,0
DRA12,11.6,0.03493779266666667,Soft Drinks,141.9154,OUT035,0,1,992.7078,0.8181818181818181,0.49876809959179036,9,1,0,0,1,0,0,1,0,0
FDX45,16.75,0.104768536,Snack Foods,155.163,OUT013,2,2,2972.797,0.9240652944313762,1.3188982695111786,26,1,0,0,1,0,0,0,1,0
FDR35,12.5,0.020680499,Breads,197.2742,OUT013,2,2,2587.9646,0.9982383726182001,0.2603403214847601,26,1,0,0,1,0,0,0,1,0
FDK03,12.6,0.123727659,Dairy,253.0356,OUT010,2,2,254.3356,1.556014394201262,1.5575687279410797,15,0,1,1,0,0,0,0,1,0
NCJ18,12.35,0.163805509,Household,117.6124,OUT013,2,2,3910.9092,0.8740008647963712,2.062096222824931,26,1,0,0,1,0,0,0,0,1
FDN48,13.35,0.065082452,Baking Goods,93.0804,OUT045,0,1,2113.2492,0.8765027690282575,0.9291099529531596,11,1,0,0,1,0,0,0,1,0
FDZ59,6.63,0.182128363,Baking Goods,165.65,OUT019,0,0,665.8,1.531537200861704,2.600044552383582,28,0,1,1,0,0,0,0,1,0
FDB57,20.25,0.01871404,Fruits and Vegetables,223.4772,OUT027,1,2,7116.0704,0.9178236769044356,0.2923268439392517,28,0,1,0,0,0,1,0,1,0
DRP35,18.85,0.159096908,Hard Drinks,129.3336,OUT019,0,0,127.8336,1.614810590319744,2.271250024612981,28,1,0,1,0,0,0,1,0,0
FDZ59,6.63,0.103935018,Baking Goods,166.85,OUT013,2,2,5326.4,0.8740008635515537,1.3084053725997775,26,0,1,0,1,0,0,0,1,0
FDU58,6.61,0.029129907,Snack Foods,188.4898,OUT018,1,2,4677.245,0.937065764106649,0.45503022209816346,4,0,1,0,0,1,0,0,1,0
FDL09,19.6,0.128011859,Snack Foods,166.8816,OUT035,0,1,1845.5976,0.8745633893987846,1.8274832714190994,9,0,1,0,1,0,0,0,1,0
FDY38,13.6,0.119850541,Dairy,234.53,OUT017,0,1,6524.84,0.927506762410832,1.71097318997632,6,0,1,0,1,0,0,0,1,0
FDI46,9.5,0.073985248,Snack Foods,252.5724,OUT027,1,2,3271.7412,0.9949026870212578,1.1557031002339866,28,1,0,0,0,0,1,0,1,0
FDL03,19.25,0.027233781,Meat,197.511,OUT017,0,1,982.055,0.938491777927812,0.3887864732516017,6,0,1,0,1,0,0,0,1,0
DRC25,5.73,0.079440262,Soft Drinks,86.7882,OUT019,0,0,85.8882,1.5250621209276127,1.134080475170276,28,1,0,1,0,0,0,1,0,0
FDU60,20.0,0.060022526,Baking Goods,168.7132,OUT045,0,1,6426.3016,0.935547828504379,0.8568750038488071,11,0,1,0,1,0,0,0,1,0
FDP25,15.2,0.02110482,Canned,217.0824,OUT027,1,2,6769.8544,0.8704928615470636,0.3296725572087052,28,1,0,0,0,0,1,0,1,0
FDO57,20.75,0.181958524,Snack Foods,161.0578,OUT010,2,2,481.3734,1.4641166675686983,2.290618840244253,15,1,0,1,0,0,0,0,1,0
FDQ09,7.235,0.058222587,Snack Foods,114.8834,OUT049,1,0,3340.3186,0.9264873215336247,0.9094789315235248,14,1,0,0,1,0,0,0,1,0
NCY05,13.5,0.054723717,Health and Hygiene,36.6874,OUT027,1,2,1058.622,0.9174949075638256,0.854824050778708,28,1,0,0,0,0,1,0,0,1
FDA20,6.78,0.066724663,Fruits and Vegetables,187.724,OUT049,1,0,1491.392,1.0006230400140979,1.0422875096825786,14,1,0,0,1,0,0,0,1,0
FDF16,7.3,0.144167934,Frozen Foods,146.3076,OUT010,2,2,886.8456,1.4641166688007208,1.814884944766259,15,1,0,1,0,0,0,0,1,0
NCG07,12.3,0.052458358,Household,188.753,OUT013,2,2,3795.06,0.921522404302732,0.6603818305488004,26,1,0,0,1,0,0,0,0,1
FDR46,16.85,0.139985583,Snack Foods,145.276,OUT018,1,2,2490.092,0.8754594565843439,2.1866760825233977,4,1,0,0,0,1,0,0,1,0
FDP22,14.65,0.099286298,Snack Foods,49.8666,OUT049,1,0,563.9326,1.015668987440378,1.5509238059100032,14,0,1,0,1,0,0,0,1,0
FDL45,15.6,0.037680711,Snack Foods,123.7704,OUT035,0,1,3129.26,0.8745633935471941,0.5379257011467792,9,1,0,0,1,0,0,0,1,0
NCF42,17.35,0.168064909,Household,176.2712,OUT018,1,2,1230.3984,0.878292067215609,2.6252954693325194,4,1,0,0,0,1,0,0,0,1
FDD04,16.0,0.090111173,Dairy,141.3154,OUT049,1,0,3261.7542,0.9262527875697454,1.4076017154368545,14,1,0,0,1,0,0,0,1,0
FDC45,17.0,0.136286138,Fruits and Vegetables,170.9106,OUT018,1,2,1197.7742,0.9292024107212806,2.1288880751675916,4,1,0,0,0,1,0,0,1,0
FDI40,11.5,0.125857678,Frozen Foods,100.5358,OUT045,0,1,2111.2518,0.9241603476422592,1.7967304195203635,11,0,1,0,1,0,0,0,1,0
FDQ11,5.695,0.067700925,Breads,256.5988,OUT046,0,0,2055.9904,0.9316059710698128,0.9664909865663234,16,0,1,0,1,0,0,0,1,0
DRM48,15.2,0.112896669,Soft Drinks,36.0848,OUT046,0,0,1193.1136,0.9296326013753916,1.6117004753164255,16,1,0,0,1,0,0,1,0,0
FDS12,9.1,0.173973652,Baking Goods,126.5362,OUT013,2,2,1761.7068,0.8740008629563806,2.1900997887699796,26,1,0,0,1,0,0,0,1,0
FDR46,16.85,0.1453632375,Snack Foods,146.076,OUT017,0,1,2636.568,0.9090909090909091,2.075189649504047,6,1,0,0,1,0,0,0,1,0
NCO02,11.15,0.073516952,Others,65.9142,OUT045,0,1,790.9704,0.9268750427540924,1.0495199506923878,11,1,0,0,1,0,0,0,0,1
FDQ52,17.0,0.119285634,Frozen Foods,247.4434,OUT013,2,2,2980.1208,0.928858984039323,1.5016494671658276,26,1,0,0,1,0,0,0,1,0
FDY28,7.47,0.153011599,Frozen Foods,215.2218,OUT017,0,1,3419.5488,0.9973361125769646,2.184376820163102,6,0,1,0,1,0,0,0,1,0
FDE32,20.7,0.04875891,Fruits and Vegetables,37.3506,OUT046,0,0,834.9132,0.9990697517312771,0.6960768561108814,16,1,0,0,1,0,0,0,1,0
FDJ58,15.6,0.105276162,Snack Foods,173.2764,OUT035,0,1,3779.0808,0.8745633886528772,1.502910952447047,9,0,1,0,1,0,0,0,1,0
FDJ27,17.7,0.122123201,Meat,100.7674,OUT045,0,1,814.9392,1.001095891326151,1.7434174350960112,11,0,1,0,1,0,0,0,1,0
NCM18,13.0,0.082970667,Household,60.0194,OUT049,1,0,1114.5492,0.8760887590792322,1.2960618457395954,14,1,0,0,1,0,0,0,0,1
FDA02,14.0,0.029782937,Dairy,146.3786,OUT045,0,1,866.8716,0.8765027549093433,0.42517794496859024,11,0,1,0,1,0,0,0,1,0
FDT26,18.85,0.067953506,Dairy,119.044,OUT046,0,0,2396.88,0.9990697460825616,0.97009680524425,16,0,1,0,1,0,0,0,1,0
DRD60,15.7,0.03722507,Soft Drinks,182.4634,OUT035,0,1,1999.3974,0.9221155212812935,0.5314210201603663,9,1,0,0,1,0,0,1,0,0
NCR18,15.85,0.020487625,Household,44.0112,OUT046,0,0,468.7232,0.9990697492175286,0.2924790894459842,16,1,0,0,1,0,0,0,0,1
FDO27,6.175,0.179077475,Meat,94.3752,OUT046,0,0,1342.2528,0.8716043530615376,2.556490409614878,16,0,1,0,1,0,0,0,1,0
FDP25,15.2,0.037131628,Canned,216.4824,OUT019,0,0,218.3824,1.531537208638646,0.5300870524078323,28,1,0,1,0,0,0,0,1,0
FDQ51,16.0,0.017547958,Meat,48.3718,OUT035,0,1,614.5334,0.9594301133971403,0.2505127254855736,9,0,1,0,1,0,0,0,1,0
NCH07,13.15,0.093191195,Household,158.1604,OUT017,0,1,1426.1436,0.8796766178420186,1.3303872878375684,6,1,0,0,1,0,0,0,0,1
FDP44,16.5,0.079875237,Fruits and Vegetables,102.7332,OUT045,0,1,1537.998,0.9315179235936921,1.1402901306052893,11,0,1,0,1,0,0,0,1,0
NCP55,14.65,0.01125332,Others,57.0614,OUT017,0,1,939.4438,0.9568375109662468,0.16065116317017145,6,1,0,0,1,0,0,0,0,1
