Item_Weight,Item_Visibility,Item_MRP,Outlet_Size,Outlet_Location_Type,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable
18.25,0.078041216,258.4962,1,2,2848.9582,4,True,False,False,False,True,False,False,True,False
17.6,0.08226356,160.492,0,2,1278.336,26,True,False,False,True,False,False,False,False,True
10.895,0.026880159,106.428,2,0,1491.392,16,True,False,False,True,False,False,False,True,False
11.85,0.222063351,99.6726,0,2,195.7452,15,True,False,True,False,False,False,True,False,False
20.5,0.142589751,35.919,1,2,585.904,28,True,False,False,False,False,True,False,False,True
14.1,0.126292985,88.6198,1,2,1133.8574,4,True,False,False,False,True,False,False,True,False
15.15,0.012260981,131.7284,2,1,1186.4556,9,False,True,False,True,False,False,False,True,False
17.25,0.05869048,91.612,0,2,93.212,15,True,False,True,False,False,False,True,False,False
17.6,0.018982338,237.059,1,2,2836.308,4,True,False,False,False,True,False,False,False,True
14.6,0.059405152,179.6976,2,0,3621.952,16,True,False,False,True,False,False,False,False,True
10.1,0.027059264,76.467,2,1,1761.041,9,True,False,False,True,False,False,False,True,False
10.5,0.071244438,119.2098,2,1,1325.6078,9,True,False,False,True,False,False,False,True,False
12.6,0.007455054,186.9556,2,1,3942.8676,9,True,False,False,True,False,False,False,False,True
18.7,0.046088273,153.6682,2,0,3506.7686,16,True,False,False,True,False,False,False,False,True
5.985,0.096185556,127.1678,1,2,3560.6984,4,True,False,False,False,True,False,False,True,False
12.1,0.11487406,221.4114,2,0,5099.3622,16,True,False,False,True,False,False,False,True,False
13.0,0.083643716,196.0426,1,0,2570.6538,14,False,True,False,True,False,False,False,True,False
19.2,0.022965292,181.695,2,1,2563.33,11,False,True,False,True,False,False,False,True,False
5.78,0.014584584,146.3102,2,1,2187.153,11,True,False,False,True,False,False,True,False,False
7.17,0.059716729,130.9968,2,1,2348.9424,9,False,True,False,True,False,False,False,True,False
20.85,0.062224479,88.1514,2,0,1682.4766,16,False,True,False,True,False,False,False,True,False
18.75,0.034360687,215.7218,1,0,4274.436,14,True,False,False,True,False,False,False,False,True
7.5,0.050708743,123.4072,0,2,3185.1872,26,True,False,False,True,False,False,False,True,False
10.395,0.036957777,230.5352,2,1,4580.704,11,False,True,False,True,False,False,False,True,False
12.8,0.023530953,223.5404,2,0,1800.3232,16,False,True,False,True,False,False,False,True,False
11.65,0.058681957,170.4422,0,2,517.3266,26,False,True,False,True,False,False,False,True,False
20.2,0.064728148,258.0646,2,1,5668.6212,6,True,False,False,True,False,False,False,True,False
11.35,0.0,103.0016,2,1,2125.2336,9,False,True,False,True,False,False,False,True,False
8.71,0.120773451,186.5924,0,2,555.2772,15,False,True,True,False,False,False,False,True,False
8.31,0.115911972,177.3028,2,1,1948.1308,11,False,True,False,True,False,False,False,True,False
19.0,0.10985775,188.8214,0,2,188.4214,15,False,True,True,False,False,False,False,True,False
7.5,0.050853901,121.7072,2,1,367.5216,11,True,False,False,True,False,False,False,True,False
6.525,0.090295708,84.6882,2,0,601.2174,16,True,False,False,True,False,False,False,False,True
19.35,0.029084548,122.0098,2,0,361.5294,28,True,False,True,False,False,False,False,True,False
20.7,0.026769592,77.0354,1,2,2332.2974,28,True,False,False,False,False,True,False,False,True
6.985,0.137580452,182.8608,1,0,4042.7376,14,False,True,False,True,False,False,False,True,False
11.3,0.066816565,192.2478,2,1,1356.2346,11,True,False,False,True,False,False,False,False,True
6.115,0.01179078,189.053,0,2,948.765,15,False,True,True,False,False,False,True,False,False
9.5,0.036921781,194.2452,0,2,782.9808,15,False,True,True,False,False,False,False,True,False
15.7,0.122742389,134.2942,2,1,1192.4478,11,True,False,False,True,False,False,False,True,False
16.0,0.089971292,143.2154,2,0,1701.7848,16,True,False,False,True,False,False,False,True,False
13.1,0.099186992,198.7768,1,2,3153.2288,4,False,True,False,False,True,False,False,True,False
11.65,0.0,39.0164,1,2,1042.6428,28,True,False,False,False,False,True,True,False,False
16.85,0.036596012,90.6488,2,1,633.8416,6,True,False,False,True,False,False,False,True,False
8.575,0.041821227,107.628,2,0,213.056,28,True,False,True,False,False,False,True,False,False
14.85,0.016635488,157.563,0,2,312.926,15,False,True,True,False,False,False,False,True,False
18.2,0.090084098,197.211,2,1,3142.576,11,True,False,False,True,False,False,False,True,False
11.0,0.008960445,119.1756,1,0,1696.4584,14,True,False,False,True,False,False,False,True,False
21.1,0.162418495,64.9168,2,1,639.168,6,False,True,False,True,False,False,False,True,False
15.2,0.056237906,110.7912,0,2,109.1912,15,True,False,True,False,False,False,False,False,True
8.365,0.071498575,37.7506,1,2,796.9626,28,True,False,False,False,False,True,True,False,False
9.06,0.009791467,213.256,1,0,4687.232,14,True,False,False,True,False,False,False,False,True
11.5,0.072820885,191.253,0,2,3036.048,26,True,False,False,True,False,False,False,True,False
11.15,0.073354286,66.8142,2,1,2372.9112,9,True,False,False,True,False,False,False,False,True
13.5,0.068010049,57.2562,2,1,770.3306,11,False,True,False,True,False,False,False,True,False
15.1,0.087406863,221.8456,2,0,663.1368,16,False,True,False,True,False,False,False,True,False
8.3,0.030198228,98.2384,1,0,2167.8448,14,False,True,False,True,False,False,False,True,False
14.15,0.024442501,196.411,1,0,2749.754,14,False,True,False,True,False,False,False,True,False
15.2,0.033436336,107.3912,1,2,3057.3536,28,True,False,False,False,False,True,False,False,True
8.365,0.039844429,190.1188,2,0,1904.188,16,False,True,False,True,False,False,False,True,False
11.85,0.055805027,53.0666,1,0,512.666,14,False,True,False,True,False,False,False,True,False
19.6,0.047888606,42.277,2,1,605.878,9,True,False,False,True,False,False,False,False,True
19.0,0.065735977,189.6214,1,0,2826.321,14,False,True,False,True,False,False,False,True,False
18.25,0.076089711,212.9218,1,0,3846.9924,14,True,False,False,True,False,False,False,True,False
19.85,0.020908608,63.5194,1,0,557.2746,14,False,True,False,True,False,False,False,True,False
12.85,0.030678825,251.704,2,1,3542.056,11,True,False,False,True,False,False,False,True,False
19.0,0.111381428,106.7622,1,2,2964.1416,28,True,False,False,False,False,True,False,True,False
19.6,0.039738393,163.7526,1,2,2960.1468,4,True,False,False,False,True,False,False,True,False
15.7,0.01903743,60.5536,2,1,490.0288,6,False,True,False,True,False,False,False,True,False
13.3,0.06356617,151.3708,2,0,3611.2992,16,True,False,False,True,False,False,False,True,False
10.395,0.112553853,59.022,1,2,1378.206,4,True,False,False,False,True,False,False,True,False
10.5,0.013493914,143.7154,2,1,3119.9388,9,False,True,False,True,False,False,False,True,False
19.35,0.118102769,224.8088,2,0,2013.3792,16,True,False,False,True,False,False,False,True,False
14.1,0.06682033,198.9084,0,2,4761.8016,26,True,False,False,True,False,False,False,True,False
8.6,0.040205535,188.753,2,0,7590.12,16,False,True,False,True,False,False,False,True,False
17.1,0.038816115,166.4842,2,1,1326.2736,11,True,False,False,True,False,False,False,False,True
11.8,0.076348933,32.8558,1,2,713.0718,28,False,True,False,False,False,True,False,True,False
20.5,0.032819637,38.9822,1,0,982.055,14,True,False,False,True,False,False,False,False,True
15.1,0.096249842,134.4942,1,0,2119.9072,14,False,True,False,True,False,False,False,True,False
6.69,0.0,176.937,2,1,4234.488,6,False,True,False,True,False,False,False,True,False
7.535,0.0,121.044,1,2,2396.88,28,True,False,False,False,False,True,True,False,False
7.905,0.010003987,250.7408,0,2,5757.8384,26,True,False,False,True,False,False,False,True,False
18.0,0.124452048,118.5124,2,0,1303.6364,16,True,False,False,True,False,False,False,True,False
7.84,0.154363209,50.835,2,1,599.22,6,False,True,False,True,False,False,False,True,False
15.15,0.066551268,144.676,2,1,3954.852,6,False,True,False,True,False,False,False,True,False
15.2,0.173703549,175.8054,0,2,1050.6324,15,False,True,True,False,False,False,False,True,False
19.85,0.054025644,197.2768,2,0,6503.5344,16,True,False,False,True,False,False,False,True,False
12.65,0.03523927,231.601,1,2,5972.226,28,True,False,False,False,False,True,False,True,False
7.325,0.093385381,91.3146,2,0,1641.8628,16,True,False,False,True,False,False,False,True,False
5.88,0.024937792,148.4392,2,1,2087.9488,11,True,False,False,True,False,False,False,False,True
10.695,0.060654268,174.7712,2,1,3339.6528,9,False,True,False,True,False,False,False,True,False
12.3,0.06912336,106.0938,1,2,2787.0388,28,True,False,False,False,False,True,True,False,False
20.25,0.025953257,179.5976,2,0,2535.3664,16,True,False,False,True,False,False,False,False,True
8.05,0.07884393,257.0646,2,1,8760.5964,6,False,True,False,True,False,False,False,True,False
11.65,0.033851785,112.186,2,1,1018.674,9,True,False,False,True,False,False,False,True,False
19.35,0.118342285,222.6088,2,1,1789.6704,11,True,False,False,True,False,False,False,True,False
7.235,0.058121214,115.8834,2,1,1382.2008,9,True,False,False,True,False,False,False,True,False
12.15,0.015457803,209.9928,2,1,5259.82,9,True,False,False,True,False,False,False,True,False
8.615,0.116152226,94.1436,0,2,1512.6976,26,True,False,False,True,False,False,False,True,False
6.765,0.087260103,105.0306,2,0,2090.612,16,False,True,False,True,False,False,False,True,False
10.3,0.0111263,87.254,2,0,1211.756,16,False,True,False,True,False,False,False,True,False
13.15,0.038167453,89.4856,2,1,1230.3984,6,False,True,False,True,False,False,False,True,False
8.84,0.076547632,109.5228,2,1,1657.842,9,False,True,False,True,False,False,False,True,False
8.26,0.0,122.573,2,1,739.038,11,False,True,False,True,False,False,True,False,False
20.1,0.074931201,108.9228,1,2,1105.228,4,True,False,False,False,True,False,False,True,False
9.695,0.0,185.1898,2,1,2619.2572,9,True,False,False,True,False,False,False,True,False
18.85,0.16758389,194.6136,2,0,2721.7904,16,True,False,False,True,False,False,False,False,True
18.25,0.054318517,140.9154,1,0,6381.693,14,True,False,False,True,False,False,False,True,False
15.85,0.060800116,44.4744,1,2,769.6648,28,False,True,False,False,False,True,False,True,False
5.32,0.0,101.7674,0,2,1120.5414,26,True,False,False,True,False,False,False,False,True
8.115,0.032152786,157.3972,2,1,1869.5664,9,False,True,False,True,False,False,False,True,False
15.1,0.055840055,139.8496,2,0,1411.496,16,True,False,False,True,False,False,False,False,True
8.42,0.070968081,215.9192,2,1,1941.4728,6,True,False,False,True,False,False,False,False,True
9.0,0.081996013,216.2534,2,1,4301.068,9,True,False,False,True,False,False,False,True,False
8.18,0.082737261,57.3588,1,2,343.5528,4,False,True,False,False,True,False,False,True,False
7.855,0.011206632,191.4188,1,2,3998.7948,28,True,False,False,False,False,True,False,True,False
15.35,0.014047825,36.719,2,1,585.904,11,True,False,False,True,False,False,False,True,False
20.6,0.045982389,177.0344,0,2,535.3032,26,False,True,False,True,False,False,False,True,False
9.3,0.042256257,124.4388,0,2,1609.9044,26,True,False,False,True,False,False,True,False,False
19.6,0.0,42.877,1,0,649.155,14,True,False,False,True,False,False,False,False,True
11.3,0.056424146,247.8118,2,1,2223.1062,9,True,False,False,True,False,False,False,True,False
11.5,0.170254469,124.8704,1,2,2127.8968,28,True,False,False,False,False,True,False,True,False
15.3,0.084749164,215.5218,2,1,4060.7142,9,False,True,False,True,False,False,False,True,False
8.235,0.014541462,184.495,2,1,3844.995,6,True,False,False,True,False,False,False,False,True
15.2,0.091763303,228.5352,2,0,1832.2816,16,True,False,False,True,False,False,False,True,False
16.7,0.069851683,110.9912,1,2,1310.2944,28,True,False,False,False,False,True,False,True,False
9.0,0.039004193,37.019,2,1,659.142,11,True,False,False,True,False,False,True,False,False
9.0,0.05060313,150.9024,2,1,4402.2696,11,False,True,False,True,False,False,False,True,False
15.35,0.113195815,190.8504,2,1,3643.2576,9,False,True,False,True,False,False,False,True,False
11.8,0.134327613,35.0558,2,0,33.9558,28,False,True,True,False,False,False,False,True,False
20.1,0.054584207,193.382,2,1,4247.804,9,False,True,False,True,False,False,False,True,False
10.3,0.018623146,87.854,0,2,259.662,15,False,True,True,False,False,False,False,True,False
12.35,0.093278912,118.7124,2,1,2607.2728,9,True,False,False,True,False,False,False,True,False
8.88,0.086957199,152.5682,2,1,1372.2138,11,True,False,False,True,False,False,True,False,False
15.85,0.13689554,176.437,0,2,529.311,15,True,False,True,False,False,False,False,True,False
14.1,0.090043082,140.1496,1,2,846.8976,4,True,False,False,False,True,False,False,True,False
20.25,0.014251461,148.6418,2,1,2648.5524,11,True,False,False,True,False,False,False,False,True
16.5,0.035711426,93.612,1,0,1584.604,14,True,False,False,True,False,False,False,False,True
13.6,0.043655155,156.7946,2,0,3629.2758,16,False,True,False,True,False,False,False,True,False
9.395,0.108568067,42.9112,1,2,809.6128,28,False,True,False,False,False,True,True,False,False
20.35,0.090480214,119.5466,0,2,117.8466,15,True,False,True,False,False,False,False,True,False
7.275,0.027942357,145.076,2,1,1611.236,9,True,False,False,True,False,False,False,True,False
19.7,0.041730507,109.2912,2,1,2402.2064,9,True,False,False,True,False,False,False,True,False
19.2,0.099589909,109.1886,1,2,4225.1668,28,True,False,False,False,False,True,False,True,False
12.85,0.294939214,47.106,2,0,139.818,28,True,False,True,False,False,False,False,True,False
14.15,0.008829806,196.811,1,2,4517.453,4,True,False,False,False,True,False,False,False,True
19.0,0.067722325,130.8626,1,2,1573.9512,4,True,False,False,False,True,False,False,True,False
20.35,0.060405784,234.5616,1,2,6796.4864,28,True,False,False,False,False,True,False,True,False
20.5,0.0,37.119,1,2,842.237,4,True,False,False,False,True,False,False,False,True
6.96,0.077193561,89.9146,2,0,1277.0044,16,True,False,False,True,False,False,True,False,False
15.35,0.013869039,62.5168,1,2,447.4176,4,True,False,False,False,True,False,False,True,False
17.1,0.067290244,114.586,2,1,1584.604,11,True,False,False,True,False,False,False,False,True
10.195,0.146960375,142.2838,2,1,1685.8056,11,False,True,False,True,False,False,False,True,False
11.1,0.018632082,82.9908,2,0,503.3448,28,True,False,True,False,False,False,False,True,False
5.78,0.096536082,162.8552,1,0,3574.0144,14,True,False,False,True,False,False,False,True,False
6.385,0.084008316,108.2596,2,1,1186.4556,11,True,False,False,True,False,False,True,False,False
5.985,0.005638944,184.9924,1,2,3146.5708,28,True,False,False,False,False,True,False,True,False
9.3,0.01601936,248.5092,2,1,6474.2392,9,True,False,False,True,False,False,False,True,False
13.65,0.13187274,188.024,0,2,745.696,15,False,True,True,False,False,False,False,True,False
9.195,0.114863923,59.0246,2,1,1853.5872,9,True,False,False,True,False,False,False,True,False
9.17,0.103138922,141.747,1,0,3006.087,14,True,False,False,True,False,False,False,True,False
12.6,0.056191301,53.2982,2,1,736.3748,11,True,False,False,True,False,False,False,True,False
14.85,0.01867669,188.7214,2,1,3956.8494,6,True,False,False,True,False,False,False,True,False
19.35,0.021578923,120.5098,2,1,1807.647,6,False,True,False,True,False,False,False,True,False
18.7,0.0,52.2324,2,1,467.3916,9,True,False,False,True,False,False,True,False,False
5.46,0.032242661,187.624,2,1,3542.056,11,False,True,False,True,False,False,False,True,False
8.785,0.025962714,120.9414,2,1,1949.4624,9,True,False,False,True,False,False,False,True,False
12.6,0.096407554,210.8612,2,1,3344.9792,11,True,False,False,True,False,False,False,True,False
8.76,0.050256604,127.3336,1,2,2684.5056,4,True,False,False,False,True,False,False,False,True
12.3,0.058234621,58.7562,2,1,592.562,11,False,True,False,True,False,False,False,True,False
19.6,0.023931217,103.1964,0,2,736.3748,26,True,False,False,True,False,False,False,False,True
10.85,0.284065879,105.5622,2,0,211.7244,28,True,False,True,False,False,False,False,True,False
8.155,0.033692089,76.2354,1,2,1279.0018,4,False,True,False,False,True,False,False,True,False
12.8,0.023417004,223.8404,1,2,7201.2928,28,False,True,False,False,False,True,False,True,False
7.97,0.034647829,171.2422,2,1,3103.9596,6,True,False,False,True,False,False,True,False,False
18.85,0.142219209,167.6132,1,2,1522.0188,4,True,False,False,False,True,False,False,True,False
11.1,0.11089655,191.5846,2,1,2101.9306,11,True,False,False,True,False,False,False,True,False
9.6,0.006708517,164.6184,1,0,2972.1312,14,True,False,False,True,False,False,False,False,True
9.27,0.103419257,148.105,0,2,149.805,15,True,False,True,False,False,False,False,True,False
13.35,0.032180494,61.2194,2,0,433.4358,16,True,False,False,True,False,False,False,True,False
11.3,0.066717378,260.8962,2,1,4920.9278,9,False,True,False,True,False,False,False,True,False
19.0,0.128814669,107.6622,2,1,1164.4842,6,True,False,False,True,False,False,False,True,False
12.3,0.111500259,35.6874,2,1,846.8976,11,True,False,False,True,False,False,False,True,False
6.425,0.010497273,118.3808,2,1,2812.3392,6,True,False,False,True,False,False,False,True,False
11.5,0.020653603,84.954,1,2,865.54,4,False,True,False,False,True,False,False,True,False
5.19,0.042687151,195.911,1,0,2946.165,14,True,False,False,True,False,False,False,True,False
12.15,0.021705417,163.5184,0,2,3137.2496,26,True,False,False,True,False,False,False,True,False
15.25,0.026651184,86.6198,1,0,1657.1762,14,True,False,False,True,False,False,False,True,False
11.8,0.106968096,221.6772,0,2,3113.2808,26,False,True,False,True,False,False,False,True,False
15.7,0.030686952,253.4724,2,1,1510.0344,11,False,True,False,True,False,False,False,True,False
16.75,0.008191729,103.5674,2,0,1629.8784,16,False,True,False,True,False,False,False,True,False
10.8,0.048218142,42.2138,1,0,690.4346,14,False,True,False,True,False,False,False,True,False
11.8,0.107036943,220.3772,2,1,4447.544,9,False,True,False,True,False,False,False,True,False
16.35,0.032381325,166.1842,1,2,5470.8786,28,True,False,False,False,False,True,False,True,False
7.81,0.034043503,168.7158,1,0,2673.8528,14,False,True,False,True,False,False,False,True,False
11.1,0.036027524,177.2712,2,0,3339.6528,16,False,True,False,True,False,False,False,True,False
12.85,0.0,38.3164,2,1,502.0132,9,True,False,False,True,False,False,False,True,False
10.5,0.02498633,216.7508,2,1,3038.7112,9,False,True,False,True,False,False,False,True,False
6.135,0.115032406,161.0236,2,0,1288.9888,16,True,False,False,True,False,False,True,False,False
15.85,0.068765925,216.9166,1,2,4354.332,28,True,False,False,False,False,True,False,True,False
12.15,0.006727008,125.173,1,2,3202.498,28,True,False,False,False,False,True,False,False,True
9.3,0.016087659,249.6092,1,2,5976.2208,4,True,False,False,False,True,False,False,True,False
16.6,0.0,54.6614,2,1,884.1824,6,True,False,False,True,False,False,False,True,False
8.51,0.051936086,142.947,2,1,3006.087,9,True,False,False,True,False,False,False,False,True
8.645,0.1442339,95.441,2,1,3282.394,6,True,False,False,True,False,False,False,False,True
8.6,0.05443912,128.831,0,2,1038.648,26,False,True,False,True,False,False,False,True,False
12.85,0.033059299,196.4768,1,2,6306.4576,28,True,False,False,False,False,True,False,True,False
14.5,0.089778187,158.4604,2,0,2693.8268,16,True,False,False,True,False,False,False,False,True
6.65,0.053372768,149.5734,1,0,2524.0478,14,True,False,False,True,False,False,False,True,False
20.1,0.022406575,225.9036,0,2,3643.2576,26,False,True,False,True,False,False,False,True,False
15.25,0.065896556,179.266,2,0,1438.128,16,False,True,False,True,False,False,False,True,False
17.7,0.088305201,182.3292,2,1,4195.8716,6,True,False,False,True,False,False,False,True,False
7.075,0.022566975,97.3068,2,0,1263.6884,16,True,False,False,True,False,False,False,True,False
11.5,0.0,129.3652,0,2,2066.6432,26,True,False,False,True,False,False,False,True,False
5.82,0.077756427,254.533,2,1,1281.665,6,False,True,False,True,False,False,False,True,False
8.785,0.020609218,155.1656,1,0,4016.1056,14,True,False,False,True,False,False,True,False,False
5.465,0.0,129.1626,2,0,3672.5528,16,False,True,False,True,False,False,False,True,False
8.18,0.013066448,140.9154,1,2,2127.231,28,True,False,False,False,False,True,False,False,True
14.0,0.135118202,52.564,1,2,2290.352,28,False,True,False,False,False,True,False,True,False
15.7,0.030624844,252.2724,2,0,1258.362,16,False,True,False,True,False,False,False,True,False
7.39,0.092705683,251.9066,0,2,4267.1122,26,True,False,False,True,False,False,False,False,True
6.55,0.042941559,102.9332,2,0,102.5332,28,True,False,True,False,False,False,False,True,False
6.8,0.03748996,48.6034,2,1,291.6204,9,True,False,False,True,False,False,False,True,False
13.65,0.025795293,80.2302,1,2,2139.2154,28,False,True,False,False,False,True,False,True,False
11.5,0.046115083,120.2124,2,1,1540.6612,9,True,False,False,True,False,False,False,True,False
17.6,0.053170949,45.606,2,1,1724.422,9,False,True,False,True,False,False,False,True,False
7.75,0.082915017,34.9558,2,1,645.1602,9,False,True,False,True,False,False,False,True,False
8.235,0.082028694,148.6076,1,2,3990.8052,28,True,False,False,False,False,True,False,True,False
18.6,0.076975118,161.8236,1,0,1611.236,14,True,False,False,True,False,False,False,True,False
5.73,0.045371855,86.0882,2,0,1116.5466,16,True,False,False,True,False,False,True,False,False
12.15,0.028642712,149.0708,1,0,1203.7664,14,True,False,False,True,False,False,False,False,True
5.44,0.017047751,174.637,0,2,2999.429,26,False,True,False,True,False,False,False,True,False
17.7,0.042562588,165.021,2,1,3425.541,11,False,True,False,True,False,False,False,True,False
19.2,0.181769264,240.6196,1,2,4579.3724,28,True,False,False,False,False,True,False,False,True
12.1,0.016812745,180.666,0,2,4134.618,26,True,False,False,True,False,False,True,False,False
8.355,0.0,145.6418,0,2,3384.2614,26,True,False,False,True,False,False,False,True,False
6.26,0.016516867,151.1366,0,2,453.4098,15,False,True,True,False,False,False,False,True,False
15.75,0.134960397,101.37,0,2,2097.27,26,True,False,False,True,False,False,False,False,True
5.905,0.045614252,221.5456,0,2,6852.4136,26,True,False,False,True,False,False,False,True,False
16.0,0.099136036,210.3902,2,0,1486.7314,16,True,False,False,True,False,False,False,False,True
20.25,0.014222617,148.9418,2,0,3531.4032,16,True,False,False,True,False,False,False,False,True
5.175,0.037457098,83.4224,1,0,1448.7808,14,True,False,False,True,False,False,False,True,False
9.0,0.079279489,77.2644,0,2,1335.5948,26,True,False,False,True,False,False,False,True,False
15.6,0.045835395,168.2132,1,0,2367.5848,14,False,True,False,True,False,False,False,True,False
5.175,0.029616108,107.7622,1,2,2011.3818,4,False,True,False,False,True,False,False,True,False
7.5,0.0,175.4028,1,2,6729.9064,28,True,False,False,False,False,True,False,False,True
18.7,0.0576269,83.3566,1,0,1860.2452,14,True,False,False,True,False,False,False,True,False
17.6,0.015687045,182.6976,2,0,3440.8544,16,True,False,False,True,False,False,False,False,True
18.2,0.162960415,43.5086,0,2,1070.6064,26,True,False,False,True,False,False,False,False,True
13.15,0.024651269,179.5686,2,0,1422.1488,16,True,False,False,True,False,False,False,False,True
8.6,0.091195818,130.231,0,2,129.831,15,False,True,True,False,False,False,False,True,False
14.5,0.058542509,168.6448,1,2,3408.896,28,False,True,False,False,False,True,False,True,False
20.35,0.089608321,262.1594,1,0,3139.9128,14,True,False,False,True,False,False,False,True,False
7.39,0.067766896,140.6812,2,1,3704.5112,9,True,False,False,True,False,False,False,False,True
19.6,0.041355366,88.7514,1,0,2656.542,14,True,False,False,True,False,False,False,False,True
16.25,0.145913308,95.441,0,2,193.082,15,True,False,True,False,False,False,False,True,False
6.28,0.027748176,86.5198,1,0,1395.5168,14,True,False,False,True,False,False,True,False,False
9.395,0.159201868,226.072,0,2,3621.952,26,True,False,False,True,False,False,True,False,False
7.72,0.052274691,79.1986,2,1,778.986,6,True,False,False,True,False,False,False,True,False
12.65,0.042175992,106.4938,0,2,2465.4574,26,True,False,False,True,False,False,False,False,True
19.35,0.057933643,175.1738,2,0,347.5476,28,True,False,True,False,False,False,False,True,False
16.75,0.0,88.7856,2,1,966.7416,11,True,False,False,True,False,False,False,True,False
15.5,0.026280116,102.3332,0,2,922.7988,26,False,True,False,True,False,False,False,True,False
8.88,0.086916126,153.3682,1,0,1219.7456,14,True,False,False,True,False,False,True,False,False
18.25,0.075347426,126.3046,2,1,747.0276,11,True,False,False,True,False,False,False,True,False
8.935,0.040410039,52.9298,2,1,539.298,6,True,False,False,True,False,False,False,True,False
16.0,0.09911729,210.7902,2,1,4460.1942,9,True,False,False,True,False,False,False,False,True
19.7,0.053439522,55.093,1,2,1018.674,4,True,False,False,False,True,False,False,True,False
20.6,0.023448504,93.9778,2,1,2816.334,9,True,False,False,True,False,False,False,True,False
19.25,0.108030434,32.4558,2,0,101.8674,16,True,False,False,True,False,False,False,False,True
14.15,0.024404558,198.311,2,0,2553.343,16,False,True,False,True,False,False,False,True,False
6.63,0.010961483,58.2588,2,1,343.5528,11,False,True,False,True,False,False,False,True,False
11.8,0.026358005,39.6138,2,0,365.5242,16,False,True,False,True,False,False,False,True,False
13.15,0.03627089,85.9566,2,0,169.1132,28,True,False,True,False,False,False,False,True,False
12.85,0.137227848,155.563,2,0,4224.501,16,True,False,False,True,False,False,False,True,False
11.6,0.144832027,239.8222,2,1,4063.3774,6,False,True,False,True,False,False,False,True,False
16.2,0.029157849,97.0726,2,0,293.6178,28,False,True,True,False,False,False,False,True,False
12.15,0.058756205,161.0552,2,1,3411.5592,6,False,True,False,True,False,False,False,True,False
4.635,0.141108156,128.2994,1,0,2698.4874,14,True,False,False,True,False,False,False,True,False
19.6,0.024325592,48.5718,1,2,425.4462,4,True,False,False,False,True,False,True,False,False
20.2,0.121500143,95.0752,2,1,2588.6304,11,False,True,False,True,False,False,False,True,False
15.0,0.160653682,185.2266,1,2,5901.6512,28,False,True,False,False,False,True,False,True,False
9.395,0.109096371,44.6112,2,0,511.3344,16,False,True,False,True,False,False,True,False,False
11.395,0.069574013,232.8616,2,1,2812.3392,9,False,True,False,True,False,False,False,True,False
19.5,0.027458099,158.792,1,2,2556.672,4,False,True,False,False,True,False,False,True,False
18.35,0.092226754,184.4266,2,0,3504.1054,16,False,True,False,True,False,False,False,True,False
5.365,0.234733477,173.4764,0,2,171.7764,15,False,True,True,False,False,False,False,True,False
11.8,0.014144442,180.4344,1,2,535.3032,4,False,True,False,False,True,False,False,True,False
11.3,0.056754036,247.5118,2,1,2470.118,6,True,False,False,True,False,False,False,True,False
19.6,0.023999722,104.0964,2,1,525.982,11,True,False,False,True,False,False,False,False,True
14.0,0.041355366,182.0634,1,0,4544.085,14,True,False,False,True,False,False,False,True,False
19.7,0.024655594,84.3592,2,0,743.0328,16,True,False,False,True,False,False,True,False,False
12.5,0.081134826,220.0798,2,0,4848.3556,16,True,False,False,True,False,False,False,True,False
12.3,0.052608525,191.253,2,1,2656.542,11,True,False,False,True,False,False,False,False,True
7.435,0.084452363,165.2158,2,0,2840.9686,16,True,False,False,True,False,False,False,True,False
6.48,0.033899898,146.9076,2,0,2956.152,16,True,False,False,True,False,False,False,True,False
17.6,0.058042926,154.6314,0,2,1861.5768,26,True,False,False,True,False,False,False,True,False
8.155,0.119692888,188.453,2,1,4364.319,11,True,False,False,True,False,False,False,True,False
16.1,0.0343603,253.4356,1,0,2797.6916,14,True,False,False,True,False,False,False,True,False
15.5,0.100922503,199.0768,1,0,2759.0752,14,False,True,False,True,False,False,False,True,False
14.35,0.016956266,109.3228,1,2,2431.5016,28,True,False,False,False,False,True,False,False,True
4.785,0.092576144,121.0098,2,1,2530.7058,9,True,False,False,True,False,False,False,True,False
14.6,0.025742955,197.1084,1,0,4761.8016,14,True,False,False,True,False,False,False,False,True
6.445,0.029812714,95.4436,1,2,1229.0668,4,True,False,False,False,True,False,False,True,False
4.88,0.133382115,55.0298,0,2,647.1576,26,False,True,False,True,False,False,False,True,False
8.1,0.0,88.5198,0,2,261.6594,26,False,True,False,True,False,False,False,True,False
8.395,0.039484739,97.9042,2,1,1686.4714,9,True,False,False,True,False,False,False,True,False
10.0,0.021425341,250.175,2,0,2996.1,16,True,False,False,True,False,False,False,False,True
10.5,0.02624324,143.8128,1,2,4458.1968,28,False,True,False,False,False,True,False,True,False
12.35,0.185704641,77.1328,0,2,2239.7512,26,False,True,False,True,False,False,False,True,False
11.3,0.066668724,192.4478,2,1,2712.4692,9,True,False,False,True,False,False,False,False,True
13.85,0.149305497,119.6124,2,0,592.562,28,False,True,True,False,False,False,False,True,False
